,날짜,언론사,제목,sentiment
6700,2022.01.24,뉴스핌,"[홍콩 시황LIVE] 테슬라 테마주 약세, 넥스티어자동차 6%↓",0
6701,2022.01.24,딜사이트,[머니네버슬립] [데일리 캐시우드] 아크인베스트의 '원픽'은 역시 테슬라,1
6702,2022.01.24,케이벤치,보닛·계기판 제조 불량…현대차·BMW·아우디·테슬라 등 26개 차종·2만 9092대 리콜,0
6704,2022.01.24,내외경제tv,"테슬라 관련주, 엘앤에프 오전 주가 시황",1
6707,2022.01.24,더드라이브,"EV6, 호주서 테슬라보다 비싼데도 2년치 계약 마감",0
6709,2022.01.24,이코노뉴스,"센트랄모텍·명신산업, 테슬라 관련주 모두 하락 흐름…센트랄모텍 3% 낙폭 이어 명신산업 2% 낙폭",0
6711,2022.01.24,뉴스투데이,"[N2 모닝 경제 브리핑-1월 24일] 美 증시, 긴축 우려·실적 부진 속 하락...아마존·테슬라 5%대↓",0
6713,2022.01.24,글로벌이코노믹,"암호화폐 비트 도지코인 부활 FOMC 뉴욕증시 공포 ""과도"" 테슬라 머스크",0
6714,2022.01.24,이코노뉴스,"명신산업·엠에스오토텍, 테슬라 관련주 모두 하락세로…특히 엠에스오토텍 가파른 하락세로 4% 낙폭",0
6950,2022.01.24,연합뉴스,기술주 급락세 속 애플·MS·테슬라 실적에 시선집중,1
6951,2022.01.24,아시아경제,이번주 애플·MS·테슬라 실적 공개…뉴욕 증시 반등 이끌까,1
6952,2022.01.24,경향신문,"마이크로소프트, 애플, 테슬라 등 빅테크 기업들 이번주 실적 발표…주가 하락 반전 이끌까",1
6953,2022.01.24,글로벌경제,"MS 25일(현지시간), 테슬라 26일, 애플 27일 줄줄이 실적 발표...대형기술주 실적 주목",1
6954,2022.01.24,베타뉴스,"약세장 주범된 기술주, 반등 계기 될까…애플·MS·테슬라 잇따라 실적 발표",1
6956,2022.01.24,전기신문,전기차 통합형 OS가 향후 시장 판가름...테슬라도 현대차도 개발 박차,1
6979,2022.01.24,전기신문,전기차 통합형 OS가 향후 시장 판가름...테슬라도 현대차도 개발 박차,1
7002,2022.01.24,전기신문,전기차 통합형 OS가 향후 시장 판가름...테슬라도 현대차도 개발 박차,1
7025,2022.01.24,전기신문,전기차 통합형 OS가 향후 시장 판가름...테슬라도 현대차도 개발 박차,1
7048,2022.01.24,전기신문,전기차 통합형 OS가 향후 시장 판가름...테슬라도 현대차도 개발 박차,1
7531,2022.01.24,서울경제TV,"교보증권, 해외지수·테슬라 기초자산 ELS 2종 공모…총 40억 규모",1
7538,2022.02.16,조선비즈,"테슬라 주식 대량 매도한 머스크, 지분은 오히려 늘었다",1
7539,2022.02.16,매일경제,"LG엔솔 이어 테슬라와 계약 맺은 광산업체, 주가 20%↑",1
7541,2022.02.16,조선비즈,"공정위 제재 예고에… 테슬라, ‘과장 광고’ 슬쩍 수정",0
7543,2022.02.16,중앙일보,1회 충전에 528㎞'만 강조하더니…테슬라가 숨겼던 사실,0
7544,2022.02.16,머니투데이,"""주행거리 과장광고"" 공정위, 테슬라만 징계한 이유 봤더니…",0
7545,2022.02.16,뉴스1,러시아 철군 소식으로 테슬라 5.33% 급등(상보),1
7548,2022.02.16,조선일보,"1억1599만원짜리 테슬라 13만원, 3303만원 짜리 그랜저 64만원… 자동차稅 왜이래",1
7550,2022.02.16,머니S,중국서 잘 팔리는 테슬라… 현대차·기아 판매량은 감소,1
7840,2022.02.16,SBS Biz,"일론 머스크, 지난해 테슬라 주식 220억달러치 처분하고도 지분 늘었다",1
7841,2022.02.16,한국경제,주식 팔아치운 머스크…테슬라 지분 더 늘었다,1
7842,2022.02.16,연합인포맥스,"머스크, 작년 테슬라 주식 26조 원어치 매각에도 지분 오히려 늘어",1
7843,2022.02.16,매일경제TV,"머스크, 테슬라 주식 26조 원 매각에도 지분 오히려 늘어",1
7844,2022.02.16,라디오코리아,"머스크, 테슬라 주식 왕창 팔았는데.. 지분은 늘었다?",1
7845,2022.02.01,조선일보,"테슬라, 자율주행 소프트웨어 결함…5만4000대 리콜",0
7855,2022.02.01,오토타임즈,"메리바라 GM CEO, ""테슬라 누를 것""",0
7856,2022.02.01,조선일보,나스닥 3.4% 상승… 넷플릭스·테슬라 10% 이상 회복,1
7857,2022.02.01,아시아경제,"[뉴욕증시]테슬라·넷플 10%대 급등…일제히 상승마감, 나스닥 3.41%↑",1
7858,2022.02.01,IT조선,값질·상품성 논란 테슬라에 보조금 881억 몰렸다,0
7859,2022.02.01,디지털데일리,"미 증시 나스닥 또 급등…테슬라·넷플릭스 호평, 기술주 반격 시작되나",1
7860,2022.02.01,엠투데이,"테슬라가 내 놓은 차량용 노래방 마이크, 중국서 출시 1시간 만에 매진",1
7861,2022.02.01,이데일리,테슬라 7%↑…빅테크주 반등에 뉴욕증시 장중 강세,1
7862,2022.02.01,매일신문,뉴욕증시 3대 지수 일제히 상승 마감…테슬라 900달러 재돌파,1
7863,2022.02.01,아주경제,[뉴욕증시 마감] 테슬라·넷플릭스 등 기술주 랠리에 나스닥 3% 급등,1
7998,2022.02.01,서울파이낸스,"테슬라, 'FSD 베타버전 탑재' 5만4천대 리콜",0
8004,2022.01.23,뉴스핌,[미국주식톱픽]돌아온 테슬라...서학개미 순매수 1위 차지,1
8006,2022.01.23,베타뉴스,"나스닥 폭락, 테슬라·아마존 CEO 등 세계 1~2위 부호 자산 감소 뚜렷",0
8009,2022.01.23,글로벌이코노믹,[초점] 전세계 소비자들이 가장 고대하는 전기차는 테슬라 '2세대 로드스터',1
8070,2022.01.09,이데일리,"머스크 ""테슬라 FSD 가격 17일부터 1.2만달러로 인상""",0
8071,2022.01.09,이투데이,"테슬라, 반도체 대란 속 최대 판매 실적 올린 배경은",1
8073,2022.01.09,글로벌이코노믹,"[단독] 테슬라, 사이버트럭 출시 ‘무기한 연기’ 가능성",0
8143,2022.02.05,매일경제,"""테슬라, 2030년까지 美 차시장 점유율 4배 늘것""",1
8144,2022.02.05,뉴스1,테슬라 모건스탠리 보고서로 3.61% 급등(상보),1
8145,2022.02.05,초이스경제,"미국증시 자동차주...테슬라 · 니오 '껑충', 포드 · GM '급락'",1
8146,2022.02.05,뉴스1,[속보] 테슬라 3.61% 상승한 923.32달러에 마감,1
8147,2022.02.05,핀포인트뉴스,아마존 효과에 나스닥지수 껑충... 테슬라도 급등 삼성SDI LG화학 등 들썩?,1
8201,2022.02.12,연합뉴스,"中 매체 ""테슬라, 베이징 디자인센터 연내 착공""",1
8202,2022.02.12,서울신문,“그래도 믿을건 테슬라?”… 서학개미 ‘최애주’ 향방은,1
8203,2022.02.12,뉴스1,"금리인상 공포+우크라 위기, 테슬라 5% 급락(상보)",0
8207,2022.02.12,뉴스토마토,"악재 엎친데 덮쳤다…테슬라, 올 들어 주가 28% '뚝'",0
8208,2022.02.12,핀포인트뉴스,"러시아, 우크라 정말 침공? 다우 나스닥 폭락...테슬라도 급락에 삼성SDI LG화학 SK이노베이션 초비상?",0
8209,2022.02.12,뉴스1,[속보]금리인상 공포+우크라 지정학적 불안 테슬라 4.93% 급락,0
8254,2022.01.30,뉴스핌,[미국주식톱픽] 서학개미들 '테슬라' 주가급락이 기회? 3천억 쓸어담아,0
8302,2022.01.27,한국경제TV,"테슬라, 지난해 사상최대 실적…""공급망 차질은 변수""",1
8304,2022.01.27,이데일리,"테슬라, 작년 순이익 6.6조원…‘어닝 서프라이즈’(종합)",1
8305,2022.01.27,조선비즈,"테슬라, 4분기 매출 21조원…공급망 악화에도 기록적 판매실적",1
8306,2022.01.27,파이낸셜뉴스,"테슬라, 사상최대 순익...부품 부족 먹구름은 잔존",1
8307,2022.01.27,ZDNet Korea,"테슬라, 올해 신차 생산 없다…사이버트럭 또 연기",0
8308,2022.01.27,아시아경제,"테슬라, 작년 역대급 실적 기록…""공급망 이슈는 올해도 지속""",1
8310,2022.01.27,KBS,"테슬라, 작년 6.6조원 최대 순익…“반도체 칩 부족에 올해 신차 없다”",1
8311,2022.01.27,내외경제tv,"테슬라, 4Q 순이익 알아보니 ""대박""..매출도 65%↑",1
8312,2022.01.27,조선일보,"테슬라, 작년 4분기 역대급 실적… 금리인상 예고에도 주가 상승",1
8314,2022.01.27,블로터,"테슬라, 공급망 차질에도 사상 최대 순익 올려",1
8315,2022.01.27,한국경제,"[모닝브리핑] 뉴욕증시, 금리인상 예고에 혼조세…테슬라, 시간외 거래 '급락'",0
8316,2022.01.27,뉴스1,테슬라 파월 3월 금리인상 시사에도 2.07% 상승(상보),1
8317,2022.01.27,머니투데이,"순익 7배 폭증' 테슬라, 역대급 실적 내고도 주가 떨어트린 발언",0
8319,2022.01.27,매일경제,"""테슬라, 작년에 사길 잘했네""…올해는 보조금 반토막",0
8320,2022.01.27,중앙일보,테슬라 1년 새 순이익 8배…다시 ‘천슬라’ 코앞,1
8321,2022.01.27,매경이코노미,"테슬라, 반도체 공급난 뚫고 기록적 판매 실적…공급난 지속 전망에 시간외 거래서 하락세",1
8324,2022.01.27,서울경제,"칩 부족에도 잘 달렸던 테슬라, 올해는 '글쎄'",0
8325,2022.01.27,이투데이,"[종합] 테슬라, 작년 매출·순이익 사상 최대...공급망 불안은 여전",1
8326,2022.01.27,서울경제,예상치 웃돈 테슬라 작년 4분기 실적…공급망 우려는 계속,1
8327,2022.01.27,SBS Biz,테슬라 4분기 매출 예상치 상회...전년 동기 대비 64% 증가,1
8328,2022.01.27,이투데이,"테슬라, 작년 순이익 6.6조 원 ‘7.7배’ 급증…“중국·유럽 판매 효과”",1
8329,2022.01.27,엠투데이,"93만6천대 판매한 테슬라, 현대차보다 많은 6조6천억 순이익 기록",1
8330,2022.01.27,연합인포맥스,테슬라 반등하나…실적 발표 앞서 옵션 베팅 급증,1
8331,2022.01.27,연합인포맥스,"테슬라, 4분기 실적 예상치 상회…순이익, 760% 급증",1
8332,2022.01.27,디지털투데이,"테슬라, 공급난 대란 뚫고 지난 4분기 최대 실적 달성",1
8333,2022.01.27,뉴스웍스,"테슬라, 지난해 순익 8배 가까이 폭증…'반도체 부족' 속 역대급 실적",1
8334,2022.01.27,아주경제,"센트랄모텍 주가 12%↑...""테슬라, 지난해 사상최대 실적""",1
8335,2022.01.27,뷰어스,"테슬라 실적, 하늘로 날아올랐다..순이익 6.6조원 '깜짝'",1
8336,2022.01.27,중소기업신문,연준 금리인상 예고에 뉴욕증시 혼조…테슬라 2%↑,1
8337,2022.01.27,글로벌경제,"테슬라, 4Q호실적 발표에도 시간외서 하락중...900달러 위협",0
8338,2022.01.27,더구루,테슬라 텍사스 기가팩토리 '사이버트럭' 생산준비 총력,1
8339,2022.01.27,SBS Biz,"무디스, 테슬라 신용등급 두 단계 상향",1
8346,2022.01.27,뉴스투데이,"[N2 모닝 경제 브리핑-1월 27일] 美 증시, 파월 매파적 발언에 혼조…MS·테슬라↑, 애플·아마존↓",1
8349,2022.01.27,이코노뉴스,"뉴욕증시, 연준 파월 의장 금리인상 예고에 혼조세…애플 등 기술주 약세, 테슬라 2%대 상승-보잉, 4%대 하락",1
8350,2022.01.27,아시아타임즈,"[증권소식] 오스템임플란트 ""경영권 매각 검토 안 해""/비블록, NFT마켓 PC 버전 서비스 오픈/테슬라, 지난해 순익 6.6조원 등",1
8351,2022.01.27,데일리카,"루미나와 손잡은 벤츠, 자율주행 기술 경쟁 앞서..테슬라는 카메라 고수",1
8360,2022.01.27,초이스경제,"뉴욕증시 장중...테슬라·리비안·포드·GM 등 자동차주 '급등', 무슨 일?",1
8363,2022.01.27,이코노뉴스,"명신산업·엠에스오토텍, 테슬라 관련주 지지부진…명신산업 소폭 하락 이어 엠에스오토텍 보합",0
8532,2022.01.27,한국경제TV,"테슬라, 지난해 사상최대 실적…""공급망 차질은 변수""",1
8533,2022.01.27,연합뉴스,테슬라 작년 순익 6.6조원 사상 최대…공급망 경고에 주가↓(종합),0
8534,2022.01.27,세계일보,"테슬라, 2021년 사상 최대 실적…공급망 경고에 주가는 ↓",0
8535,2022.01.27,YTN,"테슬라, 지난해 순이익 6.6조 원...역대 최대 기록",1
8536,2022.01.27,헤럴드경제,테슬라 공급망 우려에도 올해 판매 50% 이상 성장 자신,1
8537,2022.01.27,뉴시스,"테슬라, 지난해 사상 최대 순익…""공급망 이슈는 지속""",1
8538,2022.01.27,한스경제,테슬라 지난해 순이익 6.6조원...전년 대비 662.8% 폭등,1
8539,2022.01.27,오피니언뉴스,"테슬라, 작년 순익 6.6조원 사상 최대···공급망 경고에 주가 하락",0
8540,2022.01.27,베타뉴스,테슬라 지난해 4분기 매출 21.3조원…반도체 부족 속에서도 사상 최대 매출 기록,1
8551,2022.01.27,중소기업신문,연준 금리인상 예고에 뉴욕증시 혼조…테슬라 2%↑,1
8587,2022.01.26,매일경제,테슬라 주가 떨어져도 머스크는 더 부자된다,0
8588,2022.01.26,조선비즈,"무디스, 테슬라 신용등급 두 단계 상향...“2년간 6조원 빚 갚았다”",1
8590,2022.01.26,매일경제,"주가 35% 급락에도 월가 ""사라""…'바이오업계 테슬라' 어디길래",1
8591,2022.01.26,뉴스1,美 전기차주 6% 급락…테슬라는 1% 하락에 그쳐(종합),0
8592,2022.01.26,한국경제,테슬라·CATL·SSAB·베페사…골드만삭스가 '찜'한 ESG株,1
8593,2022.01.26,아주경제,엠플러스 주가 8%↑...테슬라 신용등급 상향 덕분?,1
8596,2022.01.26,매일경제,연준 FOMC회의·테슬라 실적발표…미국주식 '저점매수' 언제?,1
8598,2022.01.26,ZDNet Korea,"中 니오, 내년 봄 'ET5' 노르웨이 출시...테슬라 추격",0
8599,2022.01.26,뉴스1,나스닥 2.28% 급락에도 테슬라는 1.25% 하락에 그쳐(상보),1
8600,2022.01.26,서울신문,“냉장고처럼 생겼네”…테슬라 ‘사이버트럭’ 실물 공개 (영상),1
8601,2022.01.26,SBS Biz,"[글로벌 비즈] 파나소닉, 내년 세계 최장거리 전기차 배터리 양산…테슬라에 선공급",1
8605,2022.01.26,글로벌이코노믹,[김박사 진단] 뉴욕증시 난투극 다이먼 (JP모건) vs 머스크 (테슬라) 왜 싸우나?,0
8609,2022.01.26,뉴스투데이,"[N2 모닝 경제 브리핑-1월 26일] 美 증시, FOMC·우크라이나 악재 속 내리막...테슬라·애플 1%대↓",0
8611,2022.01.26,지피코리아,테슬라 '사이버트럭' 최신 디자인 깜짝 공개...달라진 점은?,1
8614,2022.01.26,글로벌이코노믹,"美도로교통안전국, 테슬라 게임기능 사고 관련 추가 정보 요구",0
8617,2022.01.26,MTN,[매매의 기술] 'LG엔솔' 시장 출격 D-1 <지아이텍> vs 테슬라發 배터리 수혜 주목 <티에스아이>,1
8618,2022.01.26,글로벌경제,"반등은 잠시 美성장주 대형기술주 일제히 급락...테슬라, 920달러도 무너져",0
8619,2022.01.26,뉴스투데이,"[비트코인 긴급진단③끝] 비트코인 급반등 4700만원 탈환, 마이크로스트래티지 테슬라 지옥서 탈출, 비덴트는",0
8620,2022.01.26,내외경제tv,"[특징주] 테슬라 관련주 엘앤에프, 급등하며 장마감",1
8621,2022.01.26,핀포인트뉴스,나스닥 · 다우지수 또 휘청... 테슬라 · 필라델피아반도체지수도 '폭삭',0
8624,2022.01.26,내외경제tv,"[미국증시] 美 증시, 시총위 대장 애플·테슬라 하락세..무슨 일?",1
8626,2022.01.26,초이스경제,"미국증시 마감 33분전...나스닥 '낙폭확대', 테슬라 '강보합', 엔비디아 '급락', 10년물금리 1.778%",1
8870,2022.01.26,조선비즈,"무디스, 테슬라 신용등급 두 단계 상향...“2년간 6조원 빚 갚았다”",1
8871,2022.01.26,연합뉴스,"무디스, 테슬라 신용등급 두 계단 상향…투자적격 등급 눈앞",1
8872,2022.01.26,뉴스1,테슬라 대형호재' 무디스 신용등급 두 단계 상향,1
8873,2022.01.26,아시아경제,"무디스, 테슬라 신용등급 두 계단 상향",1
8874,2022.01.26,아시아에이,"테슬라, 무디스 신용등급 두 단계 상향",1
8875,2022.01.26,오피니언뉴스,"무디스, 테슬라 신용등급 두 계단 상향···투자적격 등급 눈앞",1
8876,2022.01.26,베타뉴스,"무디스, 테슬라 신용등급 ‘Ba1’으로 격상…“전기차 부문 선두 지킬 것”",1
9181,2022.01.26,매일경제,테슬라 주가 떨어져도 머스크는 더 부자된다,0
9182,2022.01.26,세계일보,테슬라 주가 하락에도… 대박 난 머스크,0
9184,2022.01.26,이데일리,"테슬라 주가 하락해도…""머스크는 올해 더 부자될 것""",0
9188,2022.01.26,뉴스토마토,"""'테슬라' 머스크, 올해 스톡옵션 추가 확보할 듯""",1
9189,2022.01.26,글로벌이코노믹,"[글로벌 CEO] 머스크(Musk) 테슬라 스톡옵션 ""5번 더""",1
9195,2022.01.31,한국경제TV,"월가, 테슬라 주가 낙관론 '솔솔'",1
9196,2022.01.31,아시아경제,"테슬라, 공급망 이슈는 단기 악재…중장기 성장성은 ‘견고’",0
9198,2022.01.31,한국경제,"크레디트스위스 ""테슬라만한 기업 없다…지금이 매수 기회"" [강영연의 뉴욕오프닝]",1
9201,2022.01.31,디지털투데이,2021년 가장 많이 팔린 전기차는 테슬라 모델3,1
9202,2022.01.31,베타뉴스,테슬라 모델 3 지난해 유럽에서 14만1429대 판매…전기차 부문 1위 랭크,1
9203,2022.01.31,한국경제,올해 29% 하락한 테슬라 주식 반등할까,0
9204,2022.01.31,헤럴드경제,"테슬라에 들어가는 파나소닉 대용량 배터리, 얼마나 멀리 가길래? [비즈360]",1
9205,2022.01.31,디지털투데이,2021년 가장 많이 팔린 전기차는 테슬라 모델3,1
9207,2022.01.31,베타뉴스,테슬라 모델 3 지난해 유럽에서 14만1429대 판매…전기차 부문 1위 랭크,1
9262,2022.02.13,파이낸셜뉴스,"美서 연일 악재 테슬라, 中베이징에 디자인센터 착공",0
9263,2022.02.13,YTN,인종차별·괴롭힘 방치' 소송당한 테슬라...리콜도 잇따라,0
9264,2022.02.13,이데일리,"지난해 전기차 배터리 왕좌, 테슬라가 갈랐다…올해 '4680' 주목",1
9265,2022.02.13,뉴스1,"천정부지 리튬價' 전기車 가격도 오를까…""테슬라·BYD 인상 시작""",0
9311,2022.02.04,조선비즈,"테슬라, 잇단 리콜 악재에 주가 900달러선마저 붕괴",0
9312,2022.02.04,서울경제,"테슬라, 모델Y에 자체 배터리…폭스바겐은 유럽에 공장 신설",1
9313,2022.02.04,한국경제,"모건스탠리 ""테슬라 매출, GM과 포드 합친 것보다 많아진다""",1
9314,2022.02.04,머니투데이,머스크 만난 후 '테슬라 몰빵투자'…그 기업가 '대박' 났다,1
9317,2022.02.04,SBS Biz,"테슬라, 美서 또 리콜...안전벨트 결함으로 81만7천대 리콜",0
9318,2022.02.04,IT조선,[줌인IT] 상생없는 ‘혁신의 아이콘' 테슬라,0
9322,2022.02.04,SBS Biz,"[글로벌 비즈] 테슬라, 안전벨트 미착용 경고음 결함으로 81만7천여 대 리콜",0
9323,2022.02.04,데일리카,"테슬라, 배터리 음극재 직접 만든다..환경오염 우려 ‘왜?’",0
9324,2022.02.04,머니투데이,"26% 떨어진 메타, 테슬라는 '팔백슬라'…잠 못자는 서학개미",0
9325,2022.02.04,글로벌이코노믹,"[단독] 테슬라, 기가팩토리5 옆에 ‘배터리 양극재 공장’ 건축허가 신청",1
9327,2022.02.04,엠투데이,"작년 전 세계 전기차 판매 2배 증가한 460만대, 테슬라 1위. 현대차그룹 5위",1
9328,2022.02.04,위키트리,"테슬라가 중국 한정으로 출시한 신박한 아이템, 반응 제대로 터졌다",1
9336,2022.02.04,핀포인트뉴스,다우· 나스닥 지수 대폭락... 테슬라는 상승 삼성SDI LG화학 SK이노베이션 주가에 훈풍?,1
9337,2022.02.04,핀포인트뉴스,"테슬라·리비안·루시드, 또 '급락'…뉴욕 증시도 '휘청'",0
9339,2022.02.04,더구루,"현대차·기아, 글로벌 전기차 판매 '톱5' 우뚝…테슬라 1위",1
9341,2022.02.04,글로벌이코노믹,"[NY 인사이트] 개미들, 1월 급락장 속 테슬라·애플·AMD·엔비디아 집중 매수",1
9342,2022.02.04,이코노미조선,[＜BOOK IN BOOK＞ 숫자로 보는 서학개미 이모저모] 2021년 역대급 미국 투자 열풍…순매수 1·2위는 테슬라·애플,1
9344,2022.02.04,핀포인트뉴스,"ECB 기준금리 동결했지만... 다우지수 나스닥지수는 급락 중, 테슬라 상승",1
9346,2022.02.04,이코노뉴스,"뉴욕증시, 메타 어닝쇼크에 급락세-4거래일 연속 상승세 중단…메타 26%대 폭락에 기술주 약세, 스포트파이 16%대 추락, 테슬라 1%대 하락",0
9348,2022.02.04,매일안전신문,"美 NHTSA, 테슬라 오토파일럿 '이유없이 급제동'…결함조사 들어가",0
9491,2022.02.04,조선비즈,"테슬라, 잇단 리콜 악재에 주가 900달러선마저 붕괴",0
9492,2022.02.04,ZDNet Korea,"테슬라, 경고음 오류로 차량 81만대 리콜",0
9493,2022.02.04,머니투데이,테슬라 또 리콜…주가 올해만 15.67%↓,0
9494,2022.02.04,뉴스1,"테슬라 또 리콜…주가 1.60% 하락, '팔백슬라' 돼",0
9495,2022.02.04,조세일보,테슬라 미국서 81만대 리콜...사유는 '안전벨트 경고음 미작동',0
9496,2022.02.04,서울경제,"이번엔 안전벨트 경고음…테슬라, 美서 81만대 리콜",0
9497,2022.02.04,MBC,[이 시각 세계] 테슬라 안전벨트 경고음 미작동‥미국서 81만대 리콜,0
9498,2022.02.04,디지털데일리,"테슬라, 연이은 악재…美 81만대 리콜 추가",0
9499,2022.02.04,EBN,"테슬라, 미국서 80만대 리콜…안전밸트 SW 오류",0
9500,2022.02.04,글로벌이코노믹,"테슬라, 한국 자동차안전연구원이 제기한 문제 수용 81만 여대 리콜",0
9501,2022.02.04,딜라이트닷넷,"테슬라, 한국 측 지적으로 미국서 81만여 대 리콜",0
9527,2022.01.08,뉴스1,"헤지펀드 기술주 대거 매도, 테슬라도 3% 이상 급락(상보)",0
9528,2022.01.08,디지털데일리,"또 다시 위태해진 ‘천슬라’… 테슬라, 급등락 이유있나",0
9529,2022.01.08,서울파이낸스,"뉴욕증시, 국채금리 급등에 기술주 '우수수'···테슬라 3.54%↓",0
9530,2022.01.08,핀포인트뉴스,"일론 머스크 ""테슬라 완전자율주행 가격 인상""",0
9531,2022.01.08,초이스경제,"미국증시 자동차주...루시드 '급등', 테슬라 · 리비안 '하락'",0
9532,2022.01.08,뉴스1,[속보] 테슬라 3.54% 급락한 1026달러에 마감,0
9533,2022.01.08,글로벌경제,테슬라 엔비디아 3% 넘게 하락...국채금리 상승에 기술 성장주 약세 지속,0
9534,2022.01.08,중소기업신문,"뉴욕증시, 새해 첫주 하락 마감…테슬라 3.5%↓",0
9535,2022.01.08,핀포인트뉴스,금리인상 압박에 뉴욕증시 하락... 테슬라 필라델피아반도체지수도 휘청,0
9536,2022.01.08,이코노뉴스,"뉴욕증시, 국채금리 급등 등 영향 하락-다우 등 3대지수 3일째 약세…애플 등 기술주 떨어져, 테슬라 3%대 내려-게임스탑 7%대 급등세",0
9582,2022.01.08,서울파이낸스,"뉴욕증시, 국채금리 급등에 기술주 '우수수'···테슬라 3.54%↓",0
9599,2022.01.22,뉴스1,"테슬라 5.26% 급락, 美의회 신장에 쇼룸 설치 비판(상보)",0
9600,2022.01.22,조선일보,성폭력 스캔들에 흔들리는 테슬라·리비안·MS… 실리콘밸리 고질병이네,0
9601,2022.01.22,에너지플랫폼뉴스,"테슬라 S 1,541대, 보닛 걸쇠장치 설치 불량으로 리콜",0
9603,2022.01.22,글로벌이코노믹,비트코인 폭락에 마이크로스트래티지·테슬라도 비명 왜?,0
9604,2022.01.22,핀포인트뉴스,넷플릭스 실적에 실망 다우 나스닥 폭삭...테슬라 급락에 삼성SDI LG화학 SK이노 직격탄?,0
9605,2022.01.22,뉴스1,"[속보] 테슬라 5.26% 급락, 943.90 달러에 마감",0
9609,2022.01.22,초이스경제,"미국증시 자동차주...테슬라 · 루시드 · 니오 '급락', 리비안 '연일 약세'",0
9610,2022.01.22,핀포인트뉴스,넷플릭스 실적에 실망 다우 나스닥 폭삭...테슬라 급락에 삼성SDI LG화학 SK이노 직격탄?,0
9687,2022.02.17,뉴시스,테슬라 모델3·아우디 A3 등 14개 차종 3만824대 리콜,0
9689,2022.02.17,한국경제,"테슬라 '자체제작 배터리 첫 탑재' 모델Y, 텍사스공장서 포착",1
9690,2022.02.17,중앙일보,"안전벨트 경고음 안 울린 테슬라, 에어백 불량 아우디 리콜",0
9691,2022.02.17,조선비즈,"‘천슬라’ 무너진 테슬라, 中 전기차 기업은 주가 고공행진",0
9696,2022.02.17,포쓰저널,테슬라·아우디 등 3만8246대 리콜···안전벨트 경고음 오류 등,0
9697,2022.02.17,엠투데이,美 당국 테슬라 차량 41만6천대 브레이크 급제동 문제로 또 조사,0
9698,2022.02.17,에너지경제,안전 결함에 허위·과장 광고···테슬라 車 상품성 ‘경고등’,0
9699,2022.02.17,비즈니스포스트,"테슬라 2만5천 달러 전기차 출시 무기한 연기, 모델3 모델Y 잘 팔려",1
9700,2022.02.17,조선일보,"테슬라는 없다, 워런 버핏이 많이 산 주식 열어 보니",0
9704,2022.02.17,디지털데일리,"2차전지 핵심원료 '니켈' 급등속…테슬라, 호주 광산업체와 5년치 물량 쓸어담아",1
9705,2022.02.17,위키리크스한국,"[Car-Talk] ""배터리 성능 속였다""…공정위, 테슬라만 철퇴 내린 이유",0
9706,2022.02.17,서울경제,긴축에도 아랑곳' 구글·엔비디아·테슬라 매수 1~3위 [서학개미는 지금],1
9709,2022.02.17,핀포인트뉴스,FOMC회의 의사록 공개이후... 테슬라 상승 삼성SDI LG화학 SK이노베이션에 호재?,1
9712,2022.02.17,뉴스투데이,"[N2 모닝 경제 브리핑-2월 17일] 美 증시, 지정학적 리스크 vs 연준 속도조절 가능성...테슬라·엔비디아↑",1
9713,2022.02.17,글로벌경제,"테슬라 엔비디아 상승세 지속...뉴욕증시, 우크라이나 우려로 보합세로 마감",1
9717,2022.02.17,핀포인트뉴스,테슬라·루시드·리비안 낙폭 줄이며 혼조 마감…FOMC '맑음'·우크라 '흐림',0
9722,2022.02.17,매일안전신문,"테슬라, 美서 예고없이 부품 축소·인권차별 논란…한국은?",0
9788,2022.02.17,소셜밸류,테슬라 모델3·모델Y 3만3천대 리콜…안전벨트 경고음 등 오류,0
9789,2022.02.17,디지털데일리,"2차전지 핵심원료 '니켈' 급등속…테슬라, 호주 광산업체와 5년치 물량 쓸어담아",1
9790,2022.02.17,위키리크스한국,"[Car-Talk] ""배터리 성능 속였다""…공정위, 테슬라만 철퇴 내린 이유",0
9791,2022.02.17,서울경제,긴축에도 아랑곳' 구글·엔비디아·테슬라 매수 1~3위 [서학개미는 지금],1
9795,2022.02.17,일간스포츠,"벤츠·테슬라 등 수입차 허위·과장 광고 속출…""처벌 강화해야""",0
9797,2022.02.17,부산일보,"테슬라 모델3·Y, 안전벨트 경고음 미작동으로 리콜",0
9798,2022.02.17,뉴스투데이,"[N2 모닝 경제 브리핑-2월 17일] 美 증시, 지정학적 리스크 vs 연준 속도조절 가능성...테슬라·엔비디아↑",1
9799,2022.02.17,글로벌경제,"테슬라 엔비디아 상승세 지속...뉴욕증시, 우크라이나 우려로 보합세로 마감",1
9804,2022.02.17,핀포인트뉴스,테슬라·루시드·리비안 낙폭 줄이며 혼조 마감…FOMC '맑음'·우크라 '흐림',0
9946,2022.02.17,스포츠서울,"테슬라 전기차, 제작 결함으로 리콜",0
9947,2022.02.17,뉴시스,테슬라 모델3·아우디 A3 등 14개 차종 3만824대 리콜,0
9948,2022.02.17,머니S,“안전벨트 미착용에도 경고음 안나는 모델3”… 테슬라·아우디 등 무더기 리콜,0
9949,2022.02.17,한겨레,"테슬라, 아우디 등 수입차 3만여대 제작결함 시정조치",0
