"날짜","언론사","제목","링크"
"2022.02.16","지피코리아","xEV 트렌드 코리아, 전기차 시상식 'EV 어워즈' 신설","http://www.gpkorea.com/news/articleView.html?idxno=82898"
"2022.02.16","더드라이브","'국내 유일' 전기차 어워드, 후보 모델 9종의 정체는?","http://www.thedrive.co.kr/news/newsview.php?ncode=1065573583701617"
"2022.02.16","팍스경제TV","xEV 트렌드 코리아, 제 1회 'EV 어워즈' 신설...""후보 9종 공개""","http://www.paxetv.com/news/articleView.html?idxno=137956"
"2022.02.16","핀포인트뉴스","xEV 트렌드코리아, 'EV 어워즈' 신설...후보 9종 공개","http://www.pinpointnews.co.kr/view.php?ud=2022021610582015885d46bea725_45"
"2022.02.16","파이낸셜신문","xEV 트렌드 코리아, 'EV 어워즈' 신설…""전문가·소비자 공동 참여""","http://www.efnews.co.kr/news/articleView.html?idxno=94316"
"2022.02.16","데일리카","xEV 트렌드코리아, 올해의 전기차 후보 9종 발표..최종 승자는?","http://www.dailycar.co.kr/content/news.html?type=view&autoId=43002"
"2022.02.16","ZDNet Korea","소비자 참여 가능한 국내 유일 '전기차 어워즈' 신설","https://zdnet.co.kr/view/?no=20220216101859"
"2022.02.16","동아일보","‘xEV 트렌드 코리아’, 전기차 시상식 신설","https://www.donga.com/news/article/all/20220216/111836581/2"
"2022.02.16","뉴시스","xEV 트렌드코리아 'EV어워즈' 신설…후보 모델 9종 공개","http://www.newsis.com/view/?id=NISX20220216_0001760763&cID=13001&pID=13000"
"2022.02.16","이데일리","xEV 트렌드 코리아, ‘전기차 어워즈’ 신설…후보 9종 공개","http://www.edaily.co.kr/news/newspath.asp?newsid=02860166632231176"
"2022.02.16","오토타임즈","xEV 트렌드 코리아, BEV 어워즈 신설…후보 9종 공개","http://autotimes.hankyung.com/apps/news.sub_view?popup=0&nid=02&c1=02&c2=02&c3=00&nkey=202202160858301"
"2022.02.16","쿠키뉴스","xEV 트렌드코리아, 제 1회 ‘EV 어워즈’ 후보 9종 공개","http://www.kukinews.com/newsView/kuk202202160047"
"2022.02.16","뉴스핌","친환경차 전시회 'xEV 트렌드 코리아' 3월17일 개막","http://www.newspim.com/news/view/20220216000582"
"2022.02.16","데일리한국","xEV 트렌드 코리아, 제 1회 ‘EV 어워즈’ 신설 및 후보 9종 공개","https://daily.hankooki.com/lpage/industry/202202/dh20220216090754147980.htm?s_ref=nv"
"2022.02.16","서울파이낸스","xEV 트렌드코리아, 'EV 어워즈 2022' 후보 9종 공개","http://www.seoulfn.com/news/articleView.html?idxno=446884"
"2022.02.16","아시아투데이","xEV 트렌드 코리아, 'EV 어워즈' 신설…모델Y·EV6 등 후보 9종 공개","https://www.asiatoday.co.kr/view.php?key=20220216010007985"
"2022.02.16","한국금융신문","xEV 트렌드 코리아, 소비자와 함께 뽑는 전기차상 신설","http://www.fntimes.com/html/view.php?ud=2022021613092850687de3572ddd_18"
"2022.02.16","지피코리아","xEV 트렌드 코리아, 전기차 시상식 'EV 어워즈' 신설","http://www.gpkorea.com/news/articleView.html?idxno=82898"
"2022.02.16","더드라이브","'국내 유일' 전기차 어워드, 후보 모델 9종의 정체는?","http://www.thedrive.co.kr/news/newsview.php?ncode=1065573583701617"
"2022.02.16","팍스경제TV","xEV 트렌드 코리아, 제 1회 'EV 어워즈' 신설...""후보 9종 공개""","http://www.paxetv.com/news/articleView.html?idxno=137956"
"2022.02.16","핀포인트뉴스","xEV 트렌드코리아, 'EV 어워즈' 신설...후보 9종 공개","http://www.pinpointnews.co.kr/view.php?ud=2022021610582015885d46bea725_45"
"2022.02.16","파이낸셜신문","xEV 트렌드 코리아, 'EV 어워즈' 신설…""전문가·소비자 공동 참여""","http://www.efnews.co.kr/news/articleView.html?idxno=94316"
"2022.02.16","조선비즈","테슬라 주식 대량 매도한 머스크, 지분은 오히려 늘었다","https://biz.chosun.com/international/international_economy/2022/02/16/OA3FA5ZJMFBRLFTGSC62HILYZA/?utm_source=naver&utm_medium=original&utm_campaign=biz"
"2022.02.16","ZDNet Korea","일론 머스크, 57억 달러 상당 테슬라 주식 기부","https://zdnet.co.kr/view/?no=20220216100012"
"2022.02.16","머니투데이","머스크, 지난해 테슬라 대량 매도에도 주식 210만주 늘었다","http://news.mt.co.kr/mtview.php?no=2022021606272342113"
"2022.02.16","연합뉴스","머스크, 작년 테슬라 주식 26조원 매각·기부에도 지분 더 늘어","http://yna.kr/AKR20220216126800009?did=1195m"
"2022.02.16","한국경제TV","""머스크는 화수분?""...26조원 매각 불구 테슬라 보유지분 증가","http://www.wowtv.co.kr/NewsCenter/News/Read?articleId=A202202160077&t=NN"
"2022.02.16","아시아경제","테슬라 주식 26조원이나 팔았는데…머스크 지분은 되레 늘었다","https://view.asiae.co.kr/article/2022021609093512531"
"2022.02.16","MBC","머스크, 작년 테슬라 주식 26조원 매각·기부에도 지분 더 늘어","https://imnews.imbc.com/news/2022/world/article/6342100_35680.html"
"2022.02.16","SBS","머스크, 작년 테슬라 주식 26조 원 매각 · 기부에도 지분 더 늘어","https://news.sbs.co.kr/news/endPage.do?news_id=N1006643253&plink=ORI&cooper=NAVER"
"2022.02.16","한국경제","머스크, 지난해 주식 26조원 매각·기부에도 오히려 지분 늘었다","https://www.hankyung.com/international/article/2022021684257"
"2022.02.16","SBS Biz","일론 머스크, 지난해 테슬라 주식 220억달러치 처분하고도 지분 늘었다","https://biz.sbs.co.kr/article_hub/20000050907?division=NAVER"
"2022.02.16","한국경제","주식 팔아치운 머스크…테슬라 지분 더 늘었다","https://www.hankyung.com/international/article/202202167589i"
"2022.02.16","연합인포맥스","머스크, 작년 테슬라 주식 26조 원어치 매각에도 지분 오히려 늘어","http://news.einfomax.co.kr/news/articleView.html?idxno=4198892"
"2022.02.16","매일경제TV","머스크, 테슬라 주식 26조 원 매각에도 지분 오히려 늘어","http://mbnmoney.mbn.co.kr/news/view?news_no=MM1004557817"
"2022.02.16","라디오코리아","머스크, 테슬라 주식 왕창 팔았는데.. 지분은 늘었다?","https://www.radiokorea.com/news/article.php?uid=381774"
"2022.02.01","조선일보","테슬라, 자율주행 소프트웨어 결함…5만4000대 리콜","https://www.chosun.com/economy/auto/2022/02/01/Q3BQET5EVJBEVPGWKHQFKFLFBU/?utm_source=naver&utm_medium=referral&utm_campaign=naver-news"
"2022.02.01","뉴시스","한달 동안 20% 급락했던 테슬라, 10% 이상 급상승","http://www.newsis.com/view/?id=NISX20220201_0001743718&cID=10101&pID=10100"
"2022.02.01","파이낸셜뉴스","새해 들어 20% 깎인 테슬라 주가, 하루 새 10% 뛰어","http://www.fnnews.com/news/202202011448307233"
"2022.02.01","국민일보","테슬라 10%↑… 나스닥 설날 대반등 [3분 미국주식]","http://news.kmib.co.kr/article/view.asp?arcid=0016725046&code=61141211&cp=nv"
"2022.02.01","블로터","테슬라, 유럽서 타브랜드 전기차에 자체 급속 충전소 개방","http://www.bloter.net/newsView/blt202202010007"
"2022.02.01","ZDNet Korea","테슬라 주가, 다시 900달러대로","https://zdnet.co.kr/view/?no=20220201112932"
"2022.02.01","디지털타임스","테슬라-애플 투자한 서학개미, 10개 종목 평균 -18% 손실","http://www.dt.co.kr/contents.html?article_no=2022020102109963054001&ref=naver"
"2022.02.01","뉴스1","테슬라 11% 폭등하자 대항마 리비안도 15% 폭등(상보)","https://www.news1.kr/articles/?4571543"
"2022.02.01","이데일리","냉장고·세탁기가 진화?…테슬라 닮은 LG전자 'UP가전'","http://www.edaily.co.kr/news/newspath.asp?newsid=01541606632226256"
"2022.02.01","스포츠서울","'팔백슬라' 테슬라 '구백슬라'로 체면 회복","http://www.sportsseoul.com/news/read/1094695?ref=naver"
"2022.02.01","오토타임즈","메리바라 GM CEO, ""테슬라 누를 것""","http://autotimes.hankyung.com/apps/news.sub_view?popup=0&nid=02&c1=02&c2=02&c3=00&nkey=202202011605501"
"2022.02.01","조선일보","나스닥 3.4% 상승… 넷플릭스·테슬라 10% 이상 회복","https://www.chosun.com/economy/economy_general/2022/02/01/RIO5S35XDVADPJR2TD65ZGGVI4/?utm_source=naver&utm_medium=referral&utm_campaign=naver-news"
"2022.02.01","아시아경제","[뉴욕증시]테슬라·넷플 10%대 급등…일제히 상승마감, 나스닥 3.41%↑","https://view.asiae.co.kr/article/2022020106284282073"
"2022.02.01","IT조선","값질·상품성 논란 테슬라에 보조금 881억 몰렸다","http://it.chosun.com/site/data/html_dir/2022/01/28/2022012801836.html"
"2022.02.01","디지털데일리","미 증시 나스닥 또 급등…테슬라·넷플릭스 호평, 기술주 반격 시작되나","https://www.ddaily.co.kr/news/article.html?no=230413"
"2022.02.01","엠투데이","테슬라가 내 놓은 차량용 노래방 마이크, 중국서 출시 1시간 만에 매진","http://www.autodaily.co.kr/news/articleView.html?idxno=431603"
"2022.02.01","이데일리","테슬라 7%↑…빅테크주 반등에 뉴욕증시 장중 강세","http://www.edaily.co.kr/news/newspath.asp?newsid=01085686632226256"
"2022.02.01","매일신문","뉴욕증시 3대 지수 일제히 상승 마감…테슬라 900달러 재돌파","https://news.imaeil.com/page/view/2022020107241195947"
"2022.02.01","아주경제","[뉴욕증시 마감] 테슬라·넷플릭스 등 기술주 랠리에 나스닥 3% 급등","https://www.ajunews.com/view/20220201091450481"
"2022.02.01","서울경제","[별별시승]테슬라 아성 넘을까…스웨덴 전기차 ‘폴스타2’","https://www.sedaily.com/NewsView/261Z0EI4MF"
"2022.02.01","한국경제TV","뉴욕증시, 월말 리밸런싱에 상승 마감…테슬라 10%↑ [출근전 꼭 글로벌브리핑]","http://www.wowtv.co.kr/NewsCenter/News/Read?articleId=A202202010004&t=NN"
"2022.02.01","머니투데이","""매수기회"" 나스닥 3.4% 'UP'...넷플·테슬라↑[뉴욕마감](종합)","http://news.mt.co.kr/mtview.php?no=2022020107463797298"
"2022.02.01","지피코리아","테슬라, '차세대 로드스터' 이렇게 나온다면?...`프리셉트 콘셉트`","http://www.gpkorea.com/news/articleView.html?idxno=82450"
"2022.02.01","글로벌이코노믹","[뉴욕증시 마감] 나스닥 3.4% 폭등… 테슬라 10.68% '질주'","http://www.g-enews.com/ko-kr/news/article/news_all/202202010622422561be84d87674_1/article.html"
"2022.02.01","핀포인트뉴스","다우지수 나스닥지수 '훨훨'... 테슬라 10% 리비안 11% 루시드 6% 폭등","http://www.pinpointnews.co.kr/view.php?ud=20220201073141374861beb2d9d_45"
"2022.02.01","뉴스1","[속보] 나스닥 3.4% 급등하자 테슬라 11% 폭등","https://www.news1.kr/articles/?4571536"
"2022.02.01","뉴스1","[속보] 테슬라 11% 폭등하자 리비안도 15% 폭등","https://www.news1.kr/articles/?4571537"
"2022.02.01","중앙일보","머스크 조롱에도 42조 쏟는다…'냉혈 칼잡이' 여걸 승부수 [후후월드]","https://www.joongang.co.kr/article/25044851"
"2022.02.01","파이낸셜뉴스","뉴욕증시 급등 마감...나스닥, 1월 전체로는 팬데믹 이후 최악","http://www.fnnews.com/news/202202010654526237"
"2022.02.01","연합인포맥스","크레디트 스위스 ""지금이 테슬라 매수 적기""","http://news.einfomax.co.kr/news/articleView.html?idxno=4196522"
"2022.02.01","이데일리","[속보]테슬라 10.7%↑…미 증시 막판 폭등에 모처럼 '랠리'","http://www.edaily.co.kr/news/newspath.asp?newsid=01121766632226256"
"2022.02.01","아시아타임즈","[증권소식] 콴텍 AI, 하락장 조기대응으로 '선방'/테슬라 주가, 10%대 반등/코스피 작년 배당률 1.52% 하위권 등","https://www.asiatime.co.kr/article/20220201500019"
"2022.02.01","한스경제","'나스닥 3.4%↑' 뉴욕증시 상승 마감…테슬라 10% 급등","http://www.sporbiz.co.kr/news/articleView.html?idxno=609118"
"2022.02.01","연합인포맥스","크레디트스위스, 테슬라 투자 의견 '비중확대'로 상향","http://news.einfomax.co.kr/news/articleView.html?idxno=4196519"
"2022.02.01","글로벌이코노믹","[뉴욕 e종목] 테슬라 10.68% 폭등… 크레딧스위스, 투자등급 상향","http://www.g-enews.com/ko-kr/news/article/news_all/20220201070912199e250e8e188_1/article.html"
"2022.02.01","글로벌경제","테슬라 10% 엔비디아 7% 넘게 급등 '기술주 랠리'...나스닥, 무려 3.41% ↑","http://www.getnews.co.kr/news/articleView.html?idxno=570757"
"2022.02.01","매일경제","나스닥 한달새 9% 밀려…금융위기 이후 14년만에 최악","http://news.mk.co.kr/newsRead.php?no=93480&year=2022"
"2022.02.01","더팩트","나스닥의 질주 3.4%상승...기술주 급등에 뉴욕증시 우울한 한 달 끝","http://news.tf.co.kr/read/economy/1916022.htm"
"2022.02.01","이투데이","美 빅테크 실적 발표에 애플 담은 개미 웃고, MS 담은 개미 울고","https://www.etoday.co.kr/news/view/2101674"
"2022.02.01","아시아타임즈","[증권소식] 서학개미 순매수 상위 10개 종목 수익률 -18%/신풍제약, MSCI서 빠진다/세계 10대 부자 재산, 올들어 208조원 감소 등","https://www.asiatime.co.kr/article/20220201500007"
"2022.02.01","글로벌이코노믹","뉴욕증시 실적발표 연쇄폭발 애플 알파벳 퀄컴 페이팔 테슬라 비트코인","http://www.g-enews.com/ko-kr/news/article/news_all/2022020119571693374a01bf698f_1/article.html"
"2022.02.01","서울파이낸스","[속보] 뉴욕증시, 1월 막장 '기술주 랠리'에 급등···테슬라 10.68%↑","http://www.seoulfn.com/news/articleView.html?idxno=445615"
"2022.02.01","인사이트코리아","[이원섭의 통통마컴] 'DT' 태풍…고객 인사이트를 찾아라","http://www.insightkorea.co.kr/news/articleView.html?idxno=94734"
"2022.02.01","글로벌이코노믹","中CATL·日파나소닉 도전장에 K-배터리 아성 흔들릴까","http://www.g-enews.com/ko-kr/news/article/news_all/20220201075525681914fb262fcb_1/article.html"
"2022.02.01","매일안전신문","테슬라,넷플릭스 급등 마감 속 비트코인과 이더리움,코스모스 반등등 시도 중..","https://idsn.co.kr/news/view/1065584603285957"
"2022.02.01","한국경제","벤츠까지 '온라인 판매'…신차, 중고차 모두 뛰어든다","https://www.hankyung.com/economy/article/202201279796g"
"2022.02.01","아주경제","전기차 보조금 100% 모델은?…수입전기차 ""0%도 괜찮아""","https://www.ajunews.com/view/20220201185033629"
"2022.02.01","머니투데이","롤러코스터 증시에 멀미…서학개미 보유주식 '13조' 줄었다","http://news.mt.co.kr/mtview.php?no=2022012811592450440"
"2022.02.01","톱스타뉴스","미국 뉴욕증시, 1월 마지막 거래일에 혼조세로 출발…S&P 0.70%↑·나스닥 1.89%↑·다우 0.03%↓","http://www.topstarnews.net/news/articleView.html?idxno=14668021"
"2022.02.01","연합뉴스","머스크, 전용기 추적 트위터 만든 10대에 ""600만원 줄게 지워라""","http://yna.kr/AKR20220201003800091?did=1195m"
"2022.02.01","부산일보","뉴욕증시 반등 성공…나스닥 3.4% 올라","http://www.busan.com/view/busan/view.php?code=2022020107123481793"
"2022.02.01","파이낸셜뉴스","수입 전기차 판매 급증…올해도 신차 줄줄이 출격","http://www.fnnews.com/news/202202010943205395"
"2022.02.01","채널A","음력 설 아닌 중국 설?…애플 ‘Chinese New Year’ 표기 논란","http://www.ichannela.com/news/main/news_detailPage.do?publishId=000000283552"
"2022.02.01","이데일리","[뉴욕증시]나스닥 3.4%↑…1월 막판 강세 랠리 이어질까","http://www.edaily.co.kr/news/newspath.asp?newsid=01138166632226256"
"2022.02.01","머니S","1억 이상 고급 수입 전기차 판매 급증… 가장 많이 팔린 차종은?","http://moneys.mt.co.kr/news/mwView.php?no=2022020108188018750"
"2022.02.01","아주경제","비트코인 백만장자, 세달간 3만명 '뚝'","https://www.ajunews.com/view/20220201171431615"
"2022.02.01","이데일리","파월에 출렁이는 코인…“2월엔 상승” Vs “더 하락”","http://www.edaily.co.kr/news/newspath.asp?newsid=01384166632226256"
"2022.02.01","뉴스1","[뉴욕마감]나스닥 3.4% 급등에도 금융위기 이후 최악의 1월","https://www.news1.kr/articles/?4571545"
"2022.02.01","쿠키뉴스","추락하는 국민주, 카카오 배신…악재는 ‘진행형’","http://www.kukinews.com/newsView/kuk202202010035"
"2022.02.01","이투데이","[상보] 뉴욕증시, 상승 마감에도 1월 최악의 손실 기록","https://www.etoday.co.kr/news/view/2101703"
"2022.02.01","MTN","증권사, 서학개미 잡기 총력…""세뱃돈으로 해외주식 투자하자""","https://news.mtn.co.kr/news-detail/?v=2022013121030959402"
"2022.02.01","MTN","美 증시 바닥 다졌나… 기술주 중심 나스닥 3.4% '급등'","https://news.mtn.co.kr/news-detail/?v=2022020109241831866"
"2022.02.01","국제뉴스","[가상화폐 시세] 리플 3% 상승 '기술주 강세 영향'","http://www.gukjenews.com/news/articleView.html?idxno=2400310"
"2022.02.01","조선일보","코인이 부자 서열 바꿨다…亞 1위는 115조원 가진 45세 이 남자","https://www.chosun.com/economy/smb-venture/2022/02/01/5HVBNWTAKRDHZKTCWSG32DCNOU/?utm_source=naver&utm_medium=referral&utm_campaign=naver-news"
"2022.02.01","국제뉴스","[가상화폐 시세] 샌드박스 코인 소폭 상승 '나스닥 강세 영향'","http://www.gukjenews.com/news/articleView.html?idxno=2400311"
"2022.02.01","조선비즈","[스마트카 시대]② 플랫폼으로 진화하는 車… 빅테크 기업도 눈독","https://biz.chosun.com/industry/car/2022/02/01/F3JDNH4OW5DMPF32JM37KIVS6I/?utm_source=naver&utm_medium=original&utm_campaign=biz"
"2022.02.01","국제뉴스","[미국 뉴욕증시] 다우 나스닥 상승 마감 '기술주 강세·기업 실적발표 주시'","http://www.gukjenews.com/news/articleView.html?idxno=2400293"
"2022.02.01","부산일보","포터·봉고 전기화물차 큰 인기…작년 2만6533대 판매","http://www.busan.com/view/busan/view.php?code=2022020108124485701"
"2022.02.01","열린뉴스통신","지난 해 상하이 자동차 수출액 전년比 206% 증가","https://www.onews.tv/news/articleView.html?idxno=111060"
"2022.02.01","한경비즈니스","미국 전기차 전환의 ‘깐부’가 된 LG에너지솔루션","https://magazine.hankyung.com/business/article/202201282630b"
"2022.02.01","글로벌이코노믹","[뉴욕증시 주간전망]알파벳·메타·아마존 실적 발표...높은 변동성 대비해야","http://www.g-enews.com/ko-kr/news/article/news_all/202202010534592129be84d87674_1/article.html"
"2022.02.01","디센터","[디센톡톡] <4> 오태민 대표 ""올해 금융위기 와도 비트코인엔 긍정적···상승 파도에 올라타라""","https://decenter.kr/NewsView/261Z1RA67P"
"2022.02.01","오피니언뉴스","[오늘의 글로벌마켓] 뉴욕증시, 험난했던 1월 마무리...나스닥 3%↑","http://www.opinionnews.co.kr/news/articleView.html?idxno=61559"
"2022.02.01","아시아에이","리비안 주가 15.09% 폭등 65.74달러 기록","http://www.asiaa.co.kr/news/articleView.html?idxno=76221"
"2022.02.01","핀포인트뉴스","[팩트체크] 에디슨모터스, 제대로 된 전기차 만들 수 있나?","http://www.pinpointnews.co.kr/view.php?ud=2022020100392220805d46bea725_45"
"2022.02.01","글로벌이코노믹","[단독] 머스크 CEO “미디어시장 진출, 못할 것 없다”","http://www.g-enews.com/ko-kr/news/article/news_all/2022020113222691289a1f309431_1/article.html"
"2022.02.01","더구루","니켈 가격 2만4000달러 돌파…가열되는 금속 랠리","https://www.theguru.co.kr/news/article.html?no=30735"
"2022.02.01","머니S","세계 10대 부호 중 ‘워렌 버핏’ 재산만 증가… 일론 머스크는 66조 증발","http://moneys.mt.co.kr/news/mwView.php?no=2022013119348099668"
"2022.02.01","딜라이트닷넷","'메르세데스-벤츠 그룹' 시동 걸었다","http://www.delighti.co.kr/news/articleView.html?idxno=33152"
"2022.02.01","데일리안","7만 2,000대 1 경쟁률 뚫고 우주여행 당첨된 남성, 결국 포기한 안타까운 이유","https://www.dailian.co.kr/news/view/1079077/?sc=Naver"
"2022.02.01","더구루","현대차·기아 투싼·니로, 네덜란드 등 베스트셀링차 '1위' 등극…유럽 국가별 1위는?","https://www.theguru.co.kr/news/article.html?no=30944"
"2022.02.01","비즈워치","'기타로 오토바이 타자' 그림 주문하니 똭!…'생성 AI'","http://news.bizwatch.co.kr/article/industry/2022/01/26/0019"
"2022.02.01","이데일리","""친환경차도 SUV가 대세"" …지난해 친환경차 2대 중 1대 'SUV'","http://www.edaily.co.kr/news/newspath.asp?newsid=01088966632226256"
"2022.02.01","이코노뉴스","1월 코스피 수익률 디와이-메리츠화재-한국석유-퍼스텍-메리츠증권 순","http://www.econonews.co.kr/news/articleView.html?idxno=234951"
"2022.02.01","매일안전신문","코스모스와 시빅, 에이브, 솔라나, 테조스,폴카닷 상승세.. 비트코인과 이더리움은 횡보 보여..","https://idsn.co.kr/news/view/1065611458383047"
"2022.02.01","매일안전신문","나스닥 급등 마감.. 암호화폐는 기대 못미쳐.. 비트코인 4,725만원대, 이더리움 330만원 돌파 중..","https://idsn.co.kr/news/view/1065568027931921"
"2022.02.01","매일안전신문","나스닥 급등에도 큰 상승은 없어.. 비트코인 4,740만원대..이더리움과 샌드박스 333만원과 5,020선에..","https://idsn.co.kr/news/view/1065580820776269"
"2022.02.01","매일안전신문","비트코인과 이더리움 제자리걸음.. 코스모스와 시빅, 에이브, 솔라나, 테조스,폴카닷 상승세 보이고 있어..","https://idsn.co.kr/news/view/1065599277739998"
"2022.02.01","매일안전신문","미 대형 기술주 상승 마감.. 비트코인과 이더리움,코스모스,솔라나 상승 시도 계속되고 있어..","https://idsn.co.kr/news/view/1065590952171711"
"2022.02.01","매일안전신문","미 3대 지수 보합권 혼조세.. 비트코인과 이더리움 상승세 시도 지속.. 솔라나 10% 올라..","https://idsn.co.kr/news/view/1065623416699280"
"2022.02.01","연합뉴스","머스크, 전용기 추적 트위터 만든 10대에 ""600만원 줄게 지워라""","http://yna.kr/AKR20220201003800091?did=1195m"
"2022.02.01","매일신문","일론 머스크, '전용기 추적' 대학생에 ""600만원 줄게, 삭제해줘""","https://news.imaeil.com/page/view/2022020109351928988"
"2022.02.01","디지털타임스","[人사이더] 누가 머스크 제트기에 추적기를… 앳된 대학생의 `당돌한 딜`","http://www.dt.co.kr/contents.html?article_no=2022020102109954062001&ref=naver"
"2022.02.01","MBN","일론 머스크, 전용기 추적 대학생에 ""600만 원 줄게"" 삭제 요구","http://mbn.mk.co.kr/pages/news/newsView.php?category=mbn00008&news_seq_no=4691314"
"2022.02.01","더팩트","일론 머스크, 플로리다 10대 대학생에게 5000달러 제안 왜","http://news.tf.co.kr/read/world/1916015.htm"
"2022.02.01","연합뉴스TV","머스크, 전용기 추적 트위터 만든 10대에 ""600만원 줄게…""","http://www.yonhapnewstv.co.kr/MYH20220201007000038/?did=1825m"
"2022.02.01","한국경제TV","머스크, 전용기 추적 10대에 ""600만원 줄게""…6천만원 역제안","http://www.wowtv.co.kr/NewsCenter/News/Read?articleId=A202202010007&t=NN"
"2022.02.01","서울신문","머스크 “600만원 줄테니 전용기 추적 그만” 대학생 “쿨, 무섭더라”","https://www.seoul.co.kr/news/newsView.php?id=20220201500006&wlog_tag3=naver"
"2022.02.01","SBS","일론 머스크, 전용기 추적 트위터 만든 10대에 ""600만 원 줄게 지워라""","https://news.sbs.co.kr/news/endPage.do?news_id=N1006624835&plink=ORI&cooper=NAVER"
"2022.02.01","중앙일보","머스크 ""5000달러 줄게 지워"" 10대 ""5만달러""…그 계정 뭐길래","https://www.joongang.co.kr/article/25044895"
"2022.02.01","국민일보","머스크와 ‘딜’ 시도한 10대, ‘비행 추적’ 트윗에 “5만 달러”","http://news.kmib.co.kr/article/view.asp?arcid=0016724602&code=61131511&cp=nv"
"2022.02.01","조선비즈","머스크, 전용기 추적 트위터 계정주 10대에 “600만원 줄게 지워라”","https://biz.chosun.com/international/international_general/2022/02/01/EPCDKY6HUJACFFUE3BGFJX7RNU/?utm_source=naver&utm_medium=original&utm_campaign=biz"
"2022.02.01","파이낸셜뉴스","머스크, 비행궤적 추적에 곤혹...5000달러 제안도 거절당해","http://www.fnnews.com/news/202202010153238620"
"2022.02.01","조선일보","“5000달러 줄게 삭제해줘”…머스크 제안 거절한 대학생, 뭐길래?","https://www.chosun.com/international/international_general/2022/02/01/72T4UUH3YBGLXA6C46CSU7Z7EQ/?utm_source=naver&utm_medium=referral&utm_campaign=naver-news"
"2022.02.01","톱스타뉴스","미국 뉴욕증시, 1월 마지막 거래일에 혼조세로 출발…S&P 0.70%↑·나스닥 1.89%↑·다우 0.03%↓","http://www.topstarnews.net/news/articleView.html?idxno=14668021"
"2022.02.01","연합뉴스","뉴욕증시, 1월 마지막 거래일에 혼조세로 출발","http://yna.kr/AKR20220201001100009?did=1195m"
"2022.02.01","청년일보","뉴욕증시, 장 초반 혼조 출발","https://www.youthdaily.co.kr/news/article.html?no=91958"
"2022.02.01","연합인포맥스","뉴욕증시, 1월 마지막 거래일에 혼조세로 출발","http://news.einfomax.co.kr/news/articleView.html?idxno=4196523"
"2022.02.01","디지털투데이","뉴욕증시, 기술주 일제 반등에 1월 상승 마감","http://www.digitaltoday.co.kr/news/articleView.html?idxno=433228"
"2022.02.01","이코노믹리뷰","[뉴욕증시 포커스] 1월 마지막 날 반등…다우 1.17%↑","http://www.econovill.com/news/articleView.html?idxno=563957"
"2022.02.01","매일안전신문","테슬라,넷플릭스 급등 마감 속 비트코인과 이더리움,코스모스 반등등 시도 중..","https://idsn.co.kr/news/view/1065584603285957"
"2022.02.01","매일안전신문","에이브,시빅, 에이브,솔라나, 세럼,폴카닷 상승세.. 비트코인과 이더리움 추가 상승 시도 중..","https://idsn.co.kr/news/view/1065614616950480"
"2022.02.01","매일안전신문","코스모스와 시빅, 에이브, 솔라나, 테조스,폴카닷 상승세.. 비트코인과 이더리움은 횡보 보여..","https://idsn.co.kr/news/view/1065611458383047"
"2022.02.01","매일안전신문","약간 밀려나.. 비트코인 4,698만원에.. 이더리움, 솔라나 각각 335만원과 13만원에 거래되고 있어..","https://idsn.co.kr/news/view/1065607429478073"
"2022.02.01","매일안전신문","미 기술주 폭등 속 암호화폐는 랠리 없어.. 비트코인 4,715만원, 이더리움 300만원 선에..","https://idsn.co.kr/news/view/1065573280911791"
"2022.02.01","매일안전신문","미 대형 기술주 상승 마감.. 비트코인과 이더리움,코스모스,솔라나 상승 시도 계속되고 있어..","https://idsn.co.kr/news/view/1065590952171711"
"2022.02.01","매일안전신문","나스닥 급등에도 큰 상승은 없어.. 비트코인 4,740만원대..이더리움과 샌드박스 333만원과 5,020선에..","https://idsn.co.kr/news/view/1065580820776269"
"2022.02.01","매일안전신문","나스닥 급등 마감.. 암호화폐는 기대 못미쳐.. 비트코인 4,725만원대, 이더리움 330만원 돌파 중..","https://idsn.co.kr/news/view/1065568027931921"
"2022.02.01","매일안전신문","비트코인과 이더리움 제자리걸음.. 코스모스와 시빅, 에이브, 솔라나, 테조스,폴카닷 상승세 보이고 있어..","https://idsn.co.kr/news/view/1065599277739998"
"2022.02.01","파이낸셜뉴스","새해 들어 20% 깎인 테슬라 주가, 하루 새 10% 뛰어","http://www.fnnews.com/news/202202011448307233"
"2022.02.01","서울신문","다시 ‘천슬라’ 찍나…한 달간 20% 빠진 테슬라 주가, 하루만에 10%↑","https://www.seoul.co.kr/news/newsView.php?id=20220201500046&wlog_tag3=naver"
"2022.02.01","한국경제TV","다시 '천슬라' 간다…새해 폭락했던 테슬라 10% 상승","http://www.wowtv.co.kr/NewsCenter/News/Read?articleId=A202202010025&t=NN"
"2022.02.01","아시아경제","한달 새 20% 빠진 테슬라, 10% 급등하며 '구백슬라' 회복","https://view.asiae.co.kr/article/2022020110435272566"
"2022.02.01","연합뉴스","한달간 20% 빠졌던 테슬라 주가, 10% 상승…'구백슬라' 회복","http://yna.kr/AKR20220201019500091?did=1195m"
"2022.02.01","노컷뉴스","테슬라 주가, 10% 상승…936.72달러로 장 마감","https://www.nocutnews.co.kr/news/5699230"
"2022.02.01","헤럴드경제","'구백슬라' 회복…테슬라 10% 넘게 상승","http://news.heraldcorp.com/view.php?ud=20220201000045"
